15.141,-0.69142,10.544,-0.2995,132.72,0
15.358,-1.2128,11.881,-0.21836,NaN,NaN
17.575,-1.6039,13.657,-0.75653,NaN,NaN
20.388,-1.8436,16.595,-1.4403,NaN,NaN
22.317,-1.9462,19.161,-2.0898,NaN,NaN
23.605,-2.2022,20.037,-1.9701,NaN,NaN
24.163,-2.9101,20.575,-1.4497,NaN,NaN
24.374,-3.2332,20.344,-1.4571,NaN,NaN
25.385,-3.5304,21.51,-1.7398,NaN,NaN
27.656,-3.5229,23.935,-2.302,NaN,NaN
29.89,-3.1095,26.209,-2.5031,NaN,NaN
32.713,-2.9638,28.945,-2.6891,NaN,NaN
35.368,-2.8925,31.243,-2.8434,NaN,NaN
37.578,-2.824,33.543,-2.7057,NaN,NaN
39.238,-2.1336,35.174,-2.7454,NaN,NaN
40.192,-0.87845,36.88,-2.0817,NaN,NaN
41.785,-0.23609,38.538,-1.217,NaN,NaN
41.968,-0.16745,38.541,-1.298,NaN,NaN
41.961,-0.2162,38.577,-1.1346,NaN,NaN
41.843,-0.07152,38.495,-1.1372,NaN,NaN
41.782,-0.056347,38.662,-1.213,NaN,NaN
42.148,-0.44714,38.781,-1.0875,NaN,NaN
44.346,-1.2029,40.742,-0.7002,NaN,NaN
46.94,-2.4645,42.442,-1.0918,NaN,NaN
49.376,-2.9989,44.762,-1.5849,NaN,NaN
51.965,-3.465,47.965,-2.6972,NaN,NaN
54.388,-3.9787,50.144,-2.6672,NaN,NaN
56.623,-4.5177,52.803,-3.4715,NaN,NaN
59.106,-4.3907,55.146,-3.4358,NaN,NaN
61.477,-3.7243,56.907,-3.1763,NaN,NaN
63.587,-3.5814,59.164,-3.0221,NaN,NaN
63.823,-3.2013,59.419,-3.2967,NaN,NaN
63.896,-3.1905,59.697,-2.9644,NaN,NaN
63.988,-3.0085,59.784,-2.9177,NaN,NaN
63.899,-3.1251,59.861,-2.9863,NaN,NaN
63.928,-3.1241,59.929,-2.9358,NaN,NaN
63.989,-3.108,59.898,-2.9595,NaN,NaN
63.98,-3.1111,59.872,-2.9547,NaN,NaN
63.965,-2.8985,59.934,-2.9157,NaN,NaN
64.346,-2.4173,60.195,-2.6569,NaN,NaN
65.677,-2.0333,61.501,-1.5326,NaN,NaN
67.553,-1.5583,63.229,-1.5175,NaN,NaN
69.87,-1.4072,64.663,-1.3503,NaN,NaN
71.978,-0.85766,67.646,-0.77079,NaN,NaN
74.003,-0.21232,69.738,-0.58316,NaN,NaN
75.431,1.2401,72.149,-0.10379,NaN,NaN
75.651,1.5695,72.983,0.22639,NaN,NaN
76.147,1.8594,73.135,0.052316,NaN,NaN
75.768,1.7729,73.14,-0.090628,NaN,NaN
75.669,1.7994,73.111,-0.01114,NaN,NaN
75.672,1.2871,72.544,0.21255,NaN,NaN
75.452,-1.1387,72.022,0.51816,NaN,NaN
75.518,-2.1345,71.671,0.077608,NaN,NaN
76.787,-3.8363,72.31,-0.43896,NaN,NaN
78.324,-5.4568,73.858,-1.9276,NaN,NaN
79.798,-7.0241,75.179,-3.3261,NaN,NaN
80.799,-7.8884,76.652,-4.4474,NaN,NaN
80.873,-8.2647,77.097,-4.856,NaN,NaN
80.826,-8.2579,77.326,-5.2717,NaN,NaN
80.901,-8.3486,77.412,-5.2265,NaN,NaN
80.566,-8.4933,78.193,-5.2848,NaN,NaN
77.996,-8.8869,78.367,-5.3212,NaN,NaN
77.063,-9.5005,77.963,-6.3087,NaN,NaN
75.793,-10.824,77.095,-7.8211,NaN,NaN
74.668,-12.683,76.108,-9.7634,NaN,NaN
73.588,-15.21,74.86,-11.717,NaN,NaN
72.219,-17.476,73.788,-13.88,NaN,NaN
70.542,-19.23,72.878,-15.657,NaN,NaN
69.674,-20.138,71.745,-17.103,NaN,NaN
67.317,-20.576,70.382,-18.004,NaN,NaN
65.467,-19.942,68.552,-19.222,NaN,NaN
63.795,-19.36,66.611,-19.379,NaN,NaN
61.677,-19.962,64.929,-19.303,NaN,NaN
60.487,-22.17,62.398,-19.713,NaN,NaN
59.25,-24.404,61.575,-21.45,NaN,NaN
58.229,-26.667,60.291,-23.206,NaN,NaN
56.942,-27.513,59.52,-24.716,NaN,NaN
56.527,-27.469,59.038,-25.097,NaN,NaN
56.761,-27.343,59.239,-25.011,NaN,NaN
