15.88,-5.0626,12.823,-6.6414,133.11,0
18.948,-4.6497,15.064,-5.8733,NaN,NaN
20.193,-3.6267,16.931,-5.041,NaN,NaN
21.663,-2.6529,18.244,-4.0746,NaN,NaN
23.366,-2.1568,20.11,-3.0018,NaN,NaN
25.91,-2.1548,22.6,-2.2603,NaN,NaN
28.33,-2.0068,24.848,-2.0416,NaN,NaN
30.236,-1.2489,27.025,-1.5308,NaN,NaN
32.782,-1.3129,28.612,-1.3873,NaN,NaN
34.987,-1.1885,30.704,-0.89662,NaN,NaN
37.088,-2.1195,33.045,-1.3169,NaN,NaN
39.183,-2.4561,35.276,-1.8931,NaN,NaN
41.265,-2.2801,37.167,-2.2495,NaN,NaN
42.768,-1.7705,38.672,-2.6356,NaN,NaN
45.914,-1.7523,41.646,-2.0824,NaN,NaN
48.664,-2.1106,44.428,-1.5822,NaN,NaN
51.413,-2.7826,47.427,-1.9751,NaN,NaN
53.722,-3.9021,49.283,-2.8707,NaN,NaN
56.267,-4.1075,51.228,-3.5268,NaN,NaN
57.139,-3.3268,52.245,-3.6881,NaN,NaN
56.874,-2.286,52.786,-4.0984,NaN,NaN
57.052,-2.2812,52.594,-4.1508,NaN,NaN
58.931,-1.3579,53.631,-3.2255,NaN,NaN
61.295,-0.7717,56.398,-2.1599,NaN,NaN
62.947,-0.26313,58.752,-1.861,NaN,NaN
64.584,0.4012,60.226,-1.1147,NaN,NaN
67.343,0.96755,62.836,0.36699,NaN,NaN
69.826,1.7614,65.266,1.3711,NaN,NaN
70.665,2.3731,67.297,1.1412,NaN,NaN
73.014,3.3585,68.862,2.0271,NaN,NaN
75.103,4.148,71.102,2.8349,NaN,NaN
75.507,4.7984,72.366,2.4909,NaN,NaN
75.214,5.2063,72.469,2.5519,NaN,NaN
74.844,5.6028,72.559,2.5654,NaN,NaN
73.658,5.5169,72.573,2.027,NaN,NaN
72.919,6.2528,72.621,2.0282,NaN,NaN
72.138,6.734,72.068,2.7651,NaN,NaN
71.547,6.3945,72.556,2.5895,NaN,NaN
71.49,6.3523,72.547,2.8708,NaN,NaN
71.507,6.2845,72.556,2.5895,NaN,NaN
71.475,6.1787,72.7,2.5931,NaN,NaN
71.571,6.2036,72.7,2.5931,NaN,NaN
71.488,6.1562,72.7,2.5931,NaN,NaN
71.464,6.1727,72.7,2.5931,NaN,NaN
72.694,5.8998,72.525,2.0257,NaN,NaN
73.012,7.0085,72.436,3.3373,NaN,NaN
73.346,8.2389,72.832,4.5202,NaN,NaN
73.53,8.226,72.823,4.8016,NaN,NaN
73.472,8.3071,72.823,4.8016,NaN,NaN
73.407,8.3255,72.823,4.8016,NaN,NaN
73.523,8.277,72.823,4.8016,NaN,NaN
74.413,7.7361,72.208,4.4582,NaN,NaN
74.894,5.8935,71.531,4.5357,NaN,NaN
75.47,3.692,71.771,4.5415,NaN,NaN
76.232,1.2403,72.083,3.8449,NaN,NaN
77.482,-1.0282,73.774,2.151,NaN,NaN
79.186,-2.7781,75.645,0.83931,NaN,NaN
80.699,-4.3327,77.129,-0.47998,NaN,NaN
81.492,-4.1018,78.173,-1.2616,NaN,NaN
81.793,-4.2662,78.358,-1.466,NaN,NaN
81.785,-3.9206,78.105,-1.639,NaN,NaN
81.746,-4.0175,78.063,-1.6817,NaN,NaN
81.704,-4.0611,77.898,-1.8941,NaN,NaN
81.773,-4.0168,78.073,-2.0557,NaN,NaN
82.912,-3.7734,78.978,-2.239,NaN,NaN
84.919,-4.2427,80.649,-2.235,NaN,NaN
86.732,-4.354,82.46,-2.6832,NaN,NaN
88.435,-3.3863,84.615,-3.2035,NaN,NaN
89.944,-2.752,85.73,-3.2549,NaN,NaN
90.364,-2.3979,86.637,-3.6015,NaN,NaN
90.712,-2.1133,86.984,-3.7571,NaN,NaN
90.261,-2.6466,86.984,-3.7571,NaN,NaN
91.857,-2.2014,87.879,-3.566,NaN,NaN
94.53,-2.0127,90.005,-2.8861,NaN,NaN
96.65,-1.1571,92.564,-2.4018,NaN,NaN
98.193,-1.0018,94.347,-1.7355,NaN,NaN
99.659,-0.2258,95.618,-1.2082,NaN,NaN
101.02,0.36612,97.197,-0.96085,NaN,NaN
101.69,1.465,98.474,-0.64055,NaN,NaN
101.36,2.1929,99.073,-0.62471,NaN,NaN
101.13,2.131,99.073,-0.62471,NaN,NaN
101.08,2.2051,99.073,-0.62471,NaN,NaN
101.06,2.3238,99.073,-0.62471,NaN,NaN
101.06,2.3349,99.157,-0.54085,NaN,NaN
101.04,2.3455,99.157,-0.54085,NaN,NaN
99.534,1.8117,99.217,-1.1925,NaN,NaN
98.182,3.0307,98.991,-0.7494,NaN,NaN
96.35,2.7055,98.76,-0.14276,NaN,NaN
94.665,3.8367,97.687,1.3026,NaN,NaN
93.027,4.7987,96.185,2.6199,NaN,NaN
92.087,4.874,95.269,3.0919,NaN,NaN
91.78,4.1462,95.005,3.2915,NaN,NaN
91.417,4.0343,95.005,3.2915,NaN,NaN
90.117,4.1092,93.289,3.3766,NaN,NaN
87.564,3.994,91.197,3.2055,NaN,NaN
84.78,3.6995,88.842,3.1924,NaN,NaN
81.718,2.7623,85.851,2.9979,NaN,NaN
78.991,2.4648,82.899,2.8857,NaN,NaN
76.287,3.3229,79.819,2.7693,NaN,NaN
73.601,3.6045,77.627,3.0068,NaN,NaN
72.773,3.4684,76.974,3.3238,NaN,NaN
72.656,3.4076,76.875,3.7377,NaN,NaN
72.658,3.3056,77.001,3.824,NaN,NaN
72.751,3.3278,76.918,3.7387,NaN,NaN
72.673,3.3145,76.361,3.7253,NaN,NaN
71.579,1.6429,74.494,3.1798,NaN,NaN
69.497,-0.43923,72.4,1.6267,NaN,NaN
67.612,-2.1406,70.346,0.030291,NaN,NaN
65.691,-4.4878,68.713,-1.8637,NaN,NaN
65.543,-6.35,67.784,-3.5854,NaN,NaN
65.534,-8.5579,66.488,-4.7519,NaN,NaN
66.627,-9.6298,65.574,-5.9484,NaN,NaN
67.283,-10.073,65.667,-6.2385,NaN,NaN
67.95,-10.346,66.193,-6.7672,NaN,NaN
68.006,-10.17,66.104,-6.6025,NaN,NaN
68.179,-9.9322,66.014,-6.4378,NaN,NaN
68.439,-9.9358,66.232,-6.5988,NaN,NaN
70.048,-11.27,66.551,-7.4261,NaN,NaN
70.795,-13.164,67.612,-8.9425,NaN,NaN
71.168,-14.839,68.981,-10.993,NaN,NaN
71.102,-15.203,69.165,-11.698,NaN,NaN
71.21,-15.256,69.251,-11.696,NaN,NaN
71.21,-15.288,69.248,-11.57,NaN,NaN
71.181,-15.234,69.035,-11.577,NaN,NaN
71.153,-15.155,69.035,-11.619,NaN,NaN
71.159,-15.152,69.035,-11.619,NaN,NaN
71.109,-15.148,69.035,-11.619,NaN,NaN
71.145,-15.167,69.035,-11.619,NaN,NaN
71.176,-15.146,69.035,-11.619,NaN,NaN
71.147,-15.153,69.035,-11.619,NaN,NaN
71.136,-15.147,68.993,-11.62,NaN,NaN
71.173,-15.138,68.993,-11.62,NaN,NaN
71.112,-15.157,68.993,-11.62,NaN,NaN
70.008,-15.747,68.993,-11.62,NaN,NaN
69.014,-16.709,68.924,-12.501,NaN,NaN
67.089,-18.752,68.632,-15.358,NaN,NaN
64.44,-20.061,67.252,-17.246,NaN,NaN
61.785,-20.963,65.438,-18.647,NaN,NaN
59.353,-20.982,63.278,-19.85,NaN,NaN
57.291,-21.806,61.082,-20.614,NaN,NaN
54.439,-21.603,57.863,-21.211,NaN,NaN
51.76,-21.159,55.778,-21.426,NaN,NaN
49.907,-20.514,53.759,-21.115,NaN,NaN
49.494,-20.644,53.221,-20.757,NaN,NaN
49.408,-20.656,53.182,-20.721,NaN,NaN
49.344,-20.649,53.065,-20.575,NaN,NaN
49.441,-20.686,52.99,-20.615,NaN,NaN
49.377,-20.691,53.143,-20.685,NaN,NaN
49.446,-20.686,53.143,-20.685,NaN,NaN
49.493,-20.696,53.143,-20.685,NaN,NaN
49.542,-20.368,53.229,-21.206,NaN,NaN
49.403,-19.009,52.613,-20.776,NaN,NaN
48.941,-16.685,50.962,-19.891,NaN,NaN
48.881,-13.824,49.328,-17.957,NaN,NaN
