15.545,-2.166,12.595,-3.417,131.66,0
17.141,-2.1236,14.125,-2.9547,NaN,NaN
18.577,-2.439,15.271,-3.3215,NaN,NaN
20.64,-2.0344,17.217,-2.9974,NaN,NaN
22.574,-2.2923,19.211,-2.5697,NaN,NaN
26.339,-2.1629,22.146,-2.5161,NaN,NaN
28.755,-2.2755,24.923,-2.3664,NaN,NaN
30.665,-2.2455,27.086,-2.3403,NaN,NaN
32.835,-2.0643,28.366,-2.2059,NaN,NaN
34.424,-1.5448,30.628,-2.0577,NaN,NaN
37.777,-1.6242,33.629,-1.4762,NaN,NaN
41.301,-2.7544,36.437,-1.2411,NaN,NaN
43.844,-3.5781,38.814,-2.3766,NaN,NaN
46.923,-3.983,42.773,-3.5902,NaN,NaN
49.42,-3.9591,45.541,-4.168,NaN,NaN
51.245,-3.3902,47.254,-4.0388,NaN,NaN
52.469,-2.1583,48.967,-3.9096,NaN,NaN
53.743,-1.1169,50.788,-2.965,NaN,NaN
55.393,0.31817,52.318,-1.5581,NaN,NaN
57.263,1.167,52.896,-0.4559,NaN,NaN
60.12,0.48437,54.088,0.73515,NaN,NaN
62.271,-0.15636,56.497,0.61678,NaN,NaN
63.75,-1.111,59.317,0.51292,NaN,NaN
65.446,-1.8177,60.844,0.093953,NaN,NaN
67.654,-2.2889,62.192,-1.073,NaN,NaN
69.957,-2.7758,64.892,-1.6516,NaN,NaN
72.332,-2.8213,67.031,-1.9125,NaN,NaN
74.531,-2.7279,69.395,-1.7685,NaN,NaN
76.867,-2.1697,71.904,-1.9184,NaN,NaN
77.589,-0.82843,73.323,-2.3458,NaN,NaN
78.667,0.32322,74.881,-1.5136,NaN,NaN
80.391,0.66509,76.532,0.096884,NaN,NaN
83.401,1.3783,79.249,0.90703,NaN,NaN
86.044,1.469,82.143,1.8403,NaN,NaN
88.69,1.485,84.453,2.0969,NaN,NaN
91.253,1.0106,87.211,1.8331,NaN,NaN
92.924,-0.030752,88.925,1.7127,NaN,NaN
92.749,-0.12332,88.451,1.3408,NaN,NaN
94.097,-0.33579,90.004,0.68203,NaN,NaN
95.913,-1.1351,91.117,0.3056,NaN,NaN
98.605,-1.4694,94.058,0.052152,NaN,NaN
101.16,-0.60527,96.655,-0.80115,NaN,NaN
101.69,-0.32975,98.066,-0.98669,NaN,NaN
102.16,1.314,99.767,-0.75015,NaN,NaN
102.8,2.8768,100.66,-0.073543,NaN,NaN
104.26,2.2364,100.48,1.2114,NaN,NaN
105.5,1.738,101.87,1.6669,NaN,NaN
106.97,1.2663,103.57,1.8965,NaN,NaN
108.29,0.54945,104.59,2.2204,NaN,NaN
108.84,-0.42196,104.49,1.6918,NaN,NaN
109.52,-0.25953,105.43,1.1965,NaN,NaN
110.87,0.15374,106.52,1.2896,NaN,NaN
112.82,-0.16556,108.81,0.66638,NaN,NaN
114.49,-0.12244,111.02,0.39185,NaN,NaN
116.01,0.10154,112.82,-0.29375,NaN,NaN
117.68,1.614,114.9,-0.39262,NaN,NaN
118,1.4757,115.29,0.35784,NaN,NaN
118.52,0.83403,115.04,0.52012,NaN,NaN
119.98,-0.27167,116.27,0.27575,NaN,NaN
121.91,-0.41882,118.49,-0.1011,NaN,NaN
124.21,-0.26646,119.9,-0.21988,NaN,NaN
124.89,0.36001,121.8,-0.58815,NaN,NaN
125.65,0.70577,122.76,-0.070201,NaN,NaN
127.21,1.5608,124.14,0.4441,NaN,NaN
127.16,1.6726,125.38,0.82779,NaN,NaN
127.06,1.657,125.43,0.87973,NaN,NaN
127.89,2.0336,125.43,0.87973,NaN,NaN
127.8,2.141,126.06,1.1897,NaN,NaN
128.75,1.1846,125.94,1.19,NaN,NaN
